GO-Elite ORA Results
File:
Table:
colors:
11/7/2023
Homo sapiens
Pvalues = true
Calculation Summary:
47 Ensembl source identifiers supplied in the input file:salmon_Module.txt
47 source identifiers meeting the filter linked to a Ensembl ID.
17 genes meeting the criterion linked to a term.
1741 source identifiers in this dataset.
1741 source identifiers linked to a Ensembl ID.
762 Genes linked to a term.
The z score is based on an N of 762 and a R of 17 distinct genes in all terms.

Gene-Set Name	Number Changed	Number Measured	Number in Gene-Set	Percent Changed	Percent Present	Z Score	PermuteP	AdjustedP
GPCRs, Class C Metabotropic glutamate, pheromone:WP501	0	4	14	0.0	28.5714285714	-0.302715072554	1.0	1.0
Folate-Alcohol and Cancer Pathway:WP1589	0	4	8	0.0	50.0	-0.302715072554	1.0	1.0
Estrogen signaling pathway:WP712	0	4	26	0.0	15.3846153846	-0.302715072554	1.0	1.0
Eicosanoid Synthesis:WP167	0	4	22	0.0	18.1818181818	-0.302715072554	1.0	1.0
DNA Damage Response:WP707	0	4	69	0.0	5.79710144928	-0.302715072554	1.0	1.0
Cardiac Progenitor Differentiation:WP2406	0	4	53	0.0	7.54716981132	-0.302715072554	1.0	1.0
Arylhydrocarbon receptor (AhR) signaling pathway:WP2100	0	4	28	0.0	14.2857142857	-0.302715072554	1.0	1.0
Apoptosis:WP254	0	4	89	0.0	4.49438202247	-0.302715072554	1.0	1.0
Type II interferon signaling (IFNG):WP619	0	5	35	0.0	14.2857142857	-0.338669210327	1.0	1.0
Transcriptional activation by NRF2:WP3	0	5	15	0.0	33.3333333333	-0.338669210327	1.0	1.0
Trans-sulfuration pathway:WP2333	0	5	11	0.0	45.4545454545	-0.338669210327	1.0	1.0
TOR Signaling:WP1471	0	5	34	0.0	14.7058823529	-0.338669210327	1.0	1.0
T-Cell Receptor and Co-stimulatory Signaling:WP2583	0	5	30	0.0	16.6666666667	-0.338669210327	1.0	1.0
Serotonin Receptor 2 and ELK-SRF/GATA4 signaling:WP732	0	5	19	0.0	26.3157894737	-0.338669210327	1.0	1.0
Pentose Phosphate Pathway:WP134	0	5	8	0.0	62.5	-0.338669210327	1.0	1.0
PDGF Pathway:WP2526	0	5	9	0.0	55.5555555556	-0.338669210327	1.0	1.0
Nicotine Activity on Dopaminergic Neurons:WP1602	0	5	21	0.0	23.8095238095	-0.338669210327	1.0	1.0
FSH signaling pathway:WP2035	0	5	27	0.0	18.5185185185	-0.338669210327	1.0	1.0
Bladder Cancer:WP2828	0	5	33	0.0	15.1515151515	-0.338669210327	1.0	1.0
p38 MAPK Signaling Pathway:WP400	0	6	32	0.0	18.75	-0.371238817064	1.0	1.0
Parkinsons Disease Pathway:WP2371	0	6	39	0.0	15.3846153846	-0.371238817064	1.0	1.0
PPAR Alpha Pathway:WP2878	0	6	26	0.0	23.0769230769	-0.371238817064	1.0	1.0
One Carbon Metabolism:WP241	0	6	28	0.0	21.4285714286	-0.371238817064	1.0	1.0
Notch Signaling Pathway:WP61	0	6	58	0.0	10.3448275862	-0.371238817064	1.0	1.0
Neural Crest Differentiation:WP2064	0	6	102	0.0	5.88235294118	-0.371238817064	1.0	1.0
Monoamine Transport:WP727	0	6	32	0.0	18.75	-0.371238817064	1.0	1.0
mRNA Processing:WP411	0	7	126	0.0	5.55555555556	-0.401249216043	1.0	1.0
TGF Beta Signaling Pathway:WP560	0	7	55	0.0	12.7272727273	-0.401249216043	1.0	1.0
Signal Transduction of S1P Receptor:WP26	0	7	25	0.0	28.0	-0.401249216043	1.0	1.0
RANKL/RANK Signaling Pathway:WP2018	0	7	55	0.0	12.7272727273	-0.401249216043	1.0	1.0
Prostaglandin Synthesis and Regulation:WP98	0	7	30	0.0	23.3333333333	-0.401249216043	1.0	1.0
IL-9 Signaling Pathway:WP22	0	7	18	0.0	38.8888888889	-0.401249216043	1.0	1.0
IL-7 Signaling Pathway:WP205	0	7	25	0.0	28.0	-0.401249216043	1.0	1.0
IL-4 Signaling Pathway:WP395	0	7	55	0.0	12.7272727273	-0.401249216043	1.0	1.0
Glial Cell Differentiation:WP2276	0	7	8	0.0	87.5	-0.401249216043	1.0	1.0
Folate Metabolism:WP176	0	7	35	0.0	20.0	-0.401249216043	1.0	1.0
Dopamine metabolism:WP2436	0	7	14	0.0	50.0	-0.401249216043	1.0	1.0
Copper homeostasis:WP3286	0	7	55	0.0	12.7272727273	-0.401249216043	1.0	1.0
Cell Cycle:WP179	0	7	104	0.0	6.73076923077	-0.401249216043	1.0	1.0
Aryl Hydrocarbon Receptor Pathway:WP2873	0	7	46	0.0	15.2173913043	-0.401249216043	1.0	1.0
Amyotrophic lateral sclerosis (ALS):WP2447	0	7	32	0.0	21.875	-0.401249216043	1.0	1.0
Allograft Rejection:KEGG-hsa05330:WP2328	0	7	63	0.0	11.1111111111	-0.401249216043	1.0	1.0
Alanine and aspartate metabolism:WP106	0	7	12	0.0	58.3333333333	-0.401249216043	1.0	1.0
AMPK Signaling:WP1403	0	7	69	0.0	10.1449275362	-0.401249216043	1.0	1.0
miRs in Muscle Cell Differentiation:WP2012	0	8	41	0.0	19.512195122	-0.429237812825	1.0	1.0
Striated Muscle Contraction:WP383	0	8	41	0.0	19.512195122	-0.429237812825	1.0	1.0
Mitochondrial LC-Fatty Acid Beta-Oxidation:WP368	0	8	18	0.0	44.4444444444	-0.429237812825	1.0	1.0
Integrated Breast Cancer Pathway:WP1984	0	8	69	0.0	11.5942028986	-0.429237812825	1.0	1.0
IL-1 signaling pathway:WP195	0	8	55	0.0	14.5454545455	-0.429237812825	1.0	1.0
Complement and Coagulation Cascades:WP558	0	8	60	0.0	13.3333333333	-0.429237812825	1.0	1.0
Wnt Signaling Pathway:WP428	0	9	67	0.0	13.4328358209	-0.455577659722	1.0	1.0
Toll-like receptor signaling pathway:WP75	0	9	99	0.0	9.09090909091	-0.455577659722	1.0	1.0
Physiological and Pathological Hypertrophy  of the Heart:WP1528	0	9	23	0.0	39.1304347826	-0.455577659722	1.0	1.0
Oxidative Stress:WP408	0	9	30	0.0	30.0	-0.455577659722	1.0	1.0
Interferon type I signaling pathways:WP585	0	9	53	0.0	16.9811320755	-0.455577659722	1.0	1.0
FAS pathway and Stress induction of HSP regulation:WP314	0	9	41	0.0	21.9512195122	-0.455577659722	1.0	1.0
