GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
ENSG00000185624	P4HB	prolyl 4-hydroxylase, beta polypeptide [Source:HGNC Symbol;Acc:HGNC:8548]	10	0.121951219512	ENSG00000185624	protein folding // endoplasmic reticulum // endoplasmic reticulum lumen // response to endoplasmic reticulum stress // calcium ion binding // protein disulfide isomerase activity // endoplasmic reticulum-Golgi intermediate compartment // pigment granule // cell redox homeostasis // oxidoreductase complex
ENSG00000169223	LMAN2	lectin, mannose-binding 2 [Source:HGNC Symbol;Acc:HGNC:16986]	10	0.121951219512	ENSG00000169223	endoplasmic reticulum-Golgi intermediate compartment membrane // endoplasmic reticulum membrane // Golgi membrane // intrinsic component of plasma membrane // cell surface // endoplasmic reticulum-Golgi intermediate compartment // Golgi apparatus // retrograde vesicle-mediated transport, Golgi to ER // mannose binding // integral component of membrane
ENSG00000010256	UQCRC1	ubiquinol-cytochrome c reductase core protein I [Source:HGNC Symbol;Acc:HGNC:12585]	10	0.121951219512	ENSG00000010256	respiratory chain // mitochondrion // mitochondrial membrane part // electron transport chain // transmembrane transport // organelle inner membrane // oxidoreductase complex // cytochrome complex // cellular respiration // oxidative phosphorylation
ENSG00000184840	TMED9	transmembrane emp24 protein transport domain containing 9 [Source:HGNC Symbol;Acc:HGNC:24878]	9	0.109756097561	ENSG00000184840	endoplasmic reticulum // endoplasmic reticulum-Golgi intermediate compartment membrane // endoplasmic reticulum membrane // Golgi membrane // endoplasmic reticulum-Golgi intermediate compartment // trans-Golgi network transport vesicle // Golgi apparatus // Golgi organization // integral component of membrane
ENSG00000169021	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:12587]	9	0.109756097561	ENSG00000169021	response to toxic substance // mitochondrion // mitochondrial membrane part // electron transport chain // transmembrane transport // 2 iron, 2 sulfur cluster binding // organelle inner membrane // oxidoreductase complex // cytochrome complex
ENSG00000163956	LRPAP1	low density lipoprotein receptor-related protein associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6701]	9	0.109756097561	ENSG00000163956	cargo receptor activity // protein folding // endoplasmic reticulum // negative regulation of binding // endoplasmic reticulum lumen // unfolded protein binding // cell surface // receptor-mediated endocytosis // integral component of membrane
ENSG00000156467	UQCRB	ubiquinol-cytochrome c reductase binding protein [Source:HGNC Symbol;Acc:HGNC:12582]	9	0.109756097561	ENSG00000156467	respiratory chain // mitochondrion // mitochondrial membrane part // electron transport chain // organelle inner membrane // oxidoreductase complex // cytochrome complex // cellular respiration // oxidative phosphorylation
ENSG00000155660	PDIA4	protein disulfide isomerase family A, member 4 [Source:HGNC Symbol;Acc:HGNC:30167]	9	0.109756097561	ENSG00000155660	protein folding // endoplasmic reticulum // endoplasmic reticulum lumen // response to endoplasmic reticulum stress // calcium ion binding // cell surface // protein disulfide isomerase activity // pigment granule // cell redox homeostasis
ENSG00000141458	NPC1	Niemann-Pick disease, type C1 [Source:HGNC Symbol;Acc:HGNC:7897]	9	0.109756097561	ENSG00000141458	endoplasmic reticulum // lysosomal transport // intrinsic component of plasma membrane // membrane raft organization // cholesterol homeostasis // Golgi apparatus // steroid metabolic process // transmembrane signaling receptor activity // integral component of membrane
ENSG00000117118	SDHB	succinate dehydrogenase complex, subunit B, iron sulfur (Ip) [Source:HGNC Symbol;Acc:HGNC:10681]	9	0.109756097561	ENSG00000117118	tricarboxylic acid cycle // mitochondrion // mitochondrial membrane part // electron transport chain // 4 iron, 4 sulfur cluster binding // 2 iron, 2 sulfur cluster binding // organelle inner membrane // oxidoreductase complex // cellular respiration
ENSG00000023318	ERP44	endoplasmic reticulum protein 44 [Source:HGNC Symbol;Acc:HGNC:18311]	9	0.109756097561	ENSG00000023318	protein folding // endoplasmic reticulum lumen // endoplasmic reticulum membrane // response to endoplasmic reticulum stress // calcium ion binding // cell surface // protein disulfide isomerase activity // endoplasmic reticulum-Golgi intermediate compartment // cell redox homeostasis
ENSG00000198363	ASPH	aspartate beta-hydroxylase [Source:HGNC Symbol;Acc:HGNC:757]	8	0.0975609756098	ENSG00000198363	endoplasmic reticulum // endoplasmic reticulum lumen // endoplasmic reticulum membrane // intrinsic component of endoplasmic reticulum membrane // calcium ion binding // positive regulation of calcium ion transport into cytosol // transmembrane transport // integral component of membrane
ENSG00000182718	ANXA2	annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]	8	0.0975609756098	ENSG00000182718	lipid particle // membrane raft organization // calcium ion binding // cell surface // pigment granule // membrane budding // extracellular matrix // S100 protein binding
ENSG00000174437	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:HGNC Symbol;Acc:HGNC:812]	8	0.0975609756098	ENSG00000174437	endoplasmic reticulum // endoplasmic reticulum membrane // intrinsic component of plasma membrane // ER-nucleus signaling pathway // positive regulation of blood circulation // transmembrane transport // S100 protein binding // integral component of membrane
ENSG00000146648	EGFR	epidermal growth factor receptor [Source:HGNC Symbol;Acc:HGNC:3236]	8	0.0975609756098	ENSG00000146648	endoplasmic reticulum membrane // Golgi membrane // cell surface // reactive oxygen species metabolic process // positive regulation of blood circulation // sensory organ development // transmembrane signaling receptor activity // integral component of membrane
ENSG00000140740	UQCRC2	ubiquinol-cytochrome c reductase core protein II [Source:HGNC Symbol;Acc:HGNC:12586]	8	0.0975609756098	ENSG00000140740	mitochondrion // mitochondrial membrane part // electron transport chain // organelle inner membrane // oxidoreductase complex // cytochrome complex // cellular respiration // oxidative phosphorylation
ENSG00000134243	SORT1	sortilin 1 [Source:HGNC Symbol;Acc:HGNC:11186]	8	0.0975609756098	ENSG00000134243	endoplasmic reticulum membrane // lysosomal transport // Golgi membrane // cell surface // trans-Golgi network transport vesicle // Golgi apparatus // transmembrane signaling receptor activity // integral component of membrane
ENSG00000075142	SRI	sorcin [Source:HGNC Symbol;Acc:HGNC:11292]	8	0.0975609756098	ENSG00000075142	endoplasmic reticulum // negative regulation of binding // endoplasmic reticulum membrane // mitochondrion // calcium ion binding // positive regulation of calcium ion transport into cytosol // maintenance of protein location // sequestering of metal ion
ENSG00000239264	TXNDC5	thioredoxin domain containing 5 (endoplasmic reticulum) [Source:HGNC Symbol;Acc:HGNC:21073]	7	0.0853658536585	ENSG00000239264	protein folding // endoplasmic reticulum // apoptotic cell clearance // endoplasmic reticulum lumen // response to endoplasmic reticulum stress // protein disulfide isomerase activity // cell redox homeostasis
ENSG00000234745	HLA-B	major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]	7	0.0853658536585	ENSG00000234745	endoplasmic reticulum // Golgi membrane // intrinsic component of plasma membrane // intrinsic component of endoplasmic reticulum membrane // cell surface // Golgi apparatus // integral component of membrane
ENSG00000213619	NDUFS3	NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:HGNC:7710]	7	0.0853658536585	ENSG00000213619	mitochondrion // mitochondrial membrane part // electron transport chain // reactive oxygen species metabolic process // NADH dehydrogenase activity // organelle inner membrane // oxidoreductase complex
ENSG00000213585	VDAC1	voltage-dependent anion channel 1 [Source:HGNC Symbol;Acc:HGNC:12669]	7	0.0853658536585	ENSG00000213585	pore complex // anion transmembrane transporter activity // mitochondrion // organelle outer membrane // porin activity // transmembrane transport // organelle inner membrane
ENSG00000178127	NDUFV2	NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa [Source:HGNC Symbol;Acc:HGNC:7717]	7	0.0853658536585	ENSG00000178127	mitochondrion // mitochondrial membrane part // electron transport chain // NADH dehydrogenase activity // 2 iron, 2 sulfur cluster binding // organelle inner membrane // oxidoreductase complex
ENSG00000168653	NDUFS5	NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:HGNC:7712]	7	0.0853658536585	ENSG00000168653	mitochondrion // mitochondrial membrane part // electron transport chain // mitochondrial intermembrane space // NADH dehydrogenase activity // organelle inner membrane // oxidoreductase complex
ENSG00000167792	NDUFV1	NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa [Source:HGNC Symbol;Acc:HGNC:7716]	7	0.0853658536585	ENSG00000167792	mitochondrion // mitochondrial membrane part // electron transport chain // NADH dehydrogenase activity // 4 iron, 4 sulfur cluster binding // organelle inner membrane // oxidoreductase complex
ENSG00000165637	VDAC2	voltage-dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672]	7	0.0853658536585	ENSG00000165637	pore complex // anion transmembrane transporter activity // mitochondrion // organelle outer membrane // porin activity // transmembrane transport // organelle inner membrane
ENSG00000158864	NDUFS2	NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:HGNC:7708]	7	0.0853658536585	ENSG00000158864	mitochondrion // mitochondrial membrane part // electron transport chain // NADH dehydrogenase activity // 4 iron, 4 sulfur cluster binding // organelle inner membrane // oxidoreductase complex
ENSG00000136731	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15663]	7	0.0853658536585	ENSG00000136731	protein folding // endoplasmic reticulum // endoplasmic reticulum lumen // unfolded protein binding // endoplasmic reticulum-Golgi intermediate compartment // post-translational protein modification // protein N-linked glycosylation via asparagine
ENSG00000126267	COX6B1	cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous) [Source:HGNC Symbol;Acc:HGNC:2280]	7	0.0853658536585	ENSG00000126267	mitochondrion // electron transport chain // mitochondrial intermembrane space // heme-copper terminal oxidase activity // oxidoreductase activity, acting on a heme group of donors // transmembrane transport // organelle inner membrane
ENSG00000115840	SLC25A12	solute carrier family 25 (aspartate/glutamate carrier), member 12 [Source:HGNC Symbol;Acc:HGNC:10982]	7	0.0853658536585	ENSG00000115840	organic acid transmembrane transporter activity // anion transmembrane transporter activity // mitochondrion // calcium ion binding // transmembrane transport // organelle inner membrane // integral component of membrane
ENSG00000110090	CPT1A	carnitine palmitoyltransferase 1A (liver) [Source:HGNC Symbol;Acc:HGNC:2328]	7	0.0853658536585	ENSG00000110090	mitochondrion // mitochondrial membrane part // organelle outer membrane // regulation of fatty acid metabolic process // transmembrane transport // organelle inner membrane // integral component of membrane
ENSG00000108528	SLC25A11	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11 [Source:HGNC Symbol;Acc:HGNC:10981]	7	0.0853658536585	ENSG00000108528	organic acid transmembrane transporter activity // intrinsic component of plasma membrane // anion transmembrane transporter activity // mitochondrion // secondary active transmembrane transporter activity // organelle inner membrane // integral component of membrane
ENSG00000100243	CYB5R3	cytochrome b5 reductase 3 [Source:HGNC Symbol;Acc:HGNC:2873]	7	0.0853658536585	ENSG00000100243	endoplasmic reticulum // endoplasmic reticulum membrane // lipid particle // mitochondrion // organelle outer membrane // steroid metabolic process // organelle inner membrane
ENSG00000100075	SLC25A1	solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:10979]	7	0.0853658536585	ENSG00000100075	organic acid transmembrane transporter activity // anion transmembrane transporter activity // mitochondrion // thioester biosynthetic process // transmembrane transport // organelle inner membrane // integral component of membrane
ENSG00000079215	SLC1A3	solute carrier family 1 (glial high affinity glutamate transporter), member 3 [Source:HGNC Symbol;Acc:HGNC:10941]	7	0.0853658536585	ENSG00000079215	organic acid transmembrane transporter activity // anion transmembrane transporter activity // response to toxic substance // cell surface // secondary active transmembrane transporter activity // transmembrane transport // integral component of membrane
ENSG00000075415	SLC25A3	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3 [Source:HGNC Symbol;Acc:HGNC:10989]	7	0.0853658536585	ENSG00000075415	intrinsic component of plasma membrane // anion transmembrane transporter activity // mitochondrion // secondary active transmembrane transporter activity // transmembrane transport // organelle inner membrane // integral component of membrane
ENSG00000260314	MRC1	mannose receptor, C type 1 [Source:HGNC Symbol;Acc:HGNC:7228]	6	0.0731707317073	ENSG00000260314	intrinsic component of plasma membrane // cell surface // transmembrane signaling receptor activity // receptor-mediated endocytosis // mannose binding // integral component of membrane
ENSG00000198836	OPA1	optic atrophy 1 (autosomal dominant) [Source:HGNC Symbol;Acc:HGNC:8140]	6	0.0731707317073	ENSG00000198836	mitochondrion // mitochondrial membrane part // mitochondrial intermembrane space // organelle outer membrane // organelle inner membrane // integral component of membrane
ENSG00000178741	COX5A	cytochrome c oxidase subunit Va [Source:HGNC Symbol;Acc:HGNC:2267]	6	0.0731707317073	ENSG00000178741	mitochondrion // electron transport chain // heme-copper terminal oxidase activity // oxidoreductase activity, acting on a heme group of donors // transmembrane transport // organelle inner membrane
ENSG00000168291	PDHB	pyruvate dehydrogenase (lipoamide) beta [Source:HGNC Symbol;Acc:HGNC:8808]	6	0.0731707317073	ENSG00000168291	tricarboxylic acid cycle // regulation of sulfur metabolic process // mitochondrion // thioester biosynthetic process // regulation of fatty acid metabolic process // oxidoreductase complex
ENSG00000163902	RPN1	ribophorin I [Source:HGNC Symbol;Acc:HGNC:10381]	6	0.0731707317073	ENSG00000163902	endoplasmic reticulum // endoplasmic reticulum membrane // pigment granule // post-translational protein modification // protein N-linked glycosylation via asparagine // integral component of membrane
ENSG00000147684	NDUFB9	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa [Source:HGNC Symbol;Acc:HGNC:7704]	6	0.0731707317073	ENSG00000147684	mitochondrion // mitochondrial membrane part // electron transport chain // NADH dehydrogenase activity // organelle inner membrane // oxidoreductase complex
ENSG00000139180	NDUFA9	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa [Source:HGNC Symbol;Acc:HGNC:7693]	6	0.0731707317073	ENSG00000139180	mitochondrial membrane part // electron transport chain // NADH dehydrogenase activity // steroid metabolic process // organelle inner membrane // oxidoreductase complex
ENSG00000135940	COX5B	cytochrome c oxidase subunit Vb [Source:HGNC Symbol;Acc:HGNC:2269]	6	0.0731707317073	ENSG00000135940	mitochondrion // electron transport chain // heme-copper terminal oxidase activity // oxidoreductase activity, acting on a heme group of donors // transmembrane transport // organelle inner membrane
ENSG00000132164	SLC6A11	solute carrier family 6 (neurotransmitter transporter), member 11 [Source:HGNC Symbol;Acc:HGNC:11044]	6	0.0731707317073	ENSG00000132164	organic acid transmembrane transporter activity // intrinsic component of plasma membrane // anion transmembrane transporter activity // secondary active transmembrane transporter activity // transmembrane transport // integral component of membrane
ENSG00000131495	NDUFA2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa [Source:HGNC Symbol;Acc:HGNC:7685]	6	0.0731707317073	ENSG00000131495	mitochondrion // mitochondrial membrane part // electron transport chain // NADH dehydrogenase activity // organelle inner membrane // oxidoreductase complex
ENSG00000131143	COX4I1	cytochrome c oxidase subunit IV isoform 1 [Source:HGNC Symbol;Acc:HGNC:2265]	6	0.0731707317073	ENSG00000131143	mitochondrion // electron transport chain // heme-copper terminal oxidase activity // oxidoreductase activity, acting on a heme group of donors // transmembrane transport // organelle inner membrane
ENSG00000130175	PRKCSH	protein kinase C substrate 80K-H [Source:HGNC Symbol;Acc:HGNC:9411]	6	0.0731707317073	ENSG00000130175	protein folding // endoplasmic reticulum // endoplasmic reticulum lumen // calcium ion binding // post-translational protein modification // protein N-linked glycosylation via asparagine
ENSG00000128609	NDUFA5	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5 [Source:HGNC Symbol;Acc:HGNC:7688]	6	0.0731707317073	ENSG00000128609	mitochondrion // mitochondrial membrane part // electron transport chain // NADH dehydrogenase activity // organelle inner membrane // oxidoreductase complex
